ファイル名=[LCLA-16M_SN取得_TESTP2_20161114101257_LCLA-16M.csv]
画像サイズ=(16920/500) 平均範囲=(0/16383)
LvlAve=[127.50]/SD_Ave=[0.000000]/SD_Max=[0.000000]at[0]pix
No.,LvAve,SD
3031,215.00,0.000000
3032,216.00,0.000000
3033,217.00,0.000000
3034,218.00,0.000000
3035,219.00,0.000000
3036,220.00,0.000000
3037,221.00,0.000000
3038,222.00,0.000000
3039,223.00,0.000000
3040,224.00,0.000000
3041,225.00,0.000000
3042,226.00,0.000000
3043,227.00,0.000000
3044,228.00,0.000000
3045,229.00,0.000000
3046,230.00,0.000000
3047,231.00,0.000000
3048,232.00,0.000000
3049,233.00,0.000000
3050,234.00,0.000000
3051,235.00,0.000000
3052,236.00,0.000000
3053,237.00,0.000000
3054,238.00,0.000000
3055,239.00,0.000000
3056,240.00,0.000000
3057,241.00,0.000000
3058,242.00,0.000000
3059,243.00,0.000000
3060,244.00,0.000000
3061,245.00,0.000000
3062,246.00,0.000000
3063,247.00,0.000000
3064,248.00,0.000000
3065,249.00,0.000000
3066,250.00,0.000000
3067,251.00,0.000000
3068,252.00,0.000000
3069,253.00,0.000000
3070,254.00,0.000000
3071,255.00,0.000000
3072,0.00,0.000000
3073,1.00,0.000000
3074,2.00,0.000000
3075,3.00,0.000000
3076,4.00,0.000000
3077,5.00,0.000000
3078,6.00,0.000000
3079,7.00,0.000000
3080,8.00,0.000000
3081,9.00,0.000000
3082,10.00,0.000000
3083,11.00,0.000000
3084,12.00,0.000000
3085,13.00,0.000000
3086,14.00,0.000000
3087,15.00,0.000000
3088,16.00,0.000000
3089,17.00,0.000000
3090,18.00,0.000000
3091,19.00,0.000000
3092,20.00,0.000000
3093,21.00,0.000000
3094,22.00,0.000000
3095,23.00,0.000000
3096,24.00,0.000000
3097,25.00,0.000000
3098,26.00,0.000000
3099,27.00,0.000000
3100,28.00,0.000000
3101,29.00,0.000000
3102,30.00,0.000000
3103,31.00,0.000000
3104,32.00,0.000000
3105,33.00,0.000000
3106,34.00,0.000000
3107,35.00,0.000000
3108,36.00,0.000000
3109,37.00,0.000000
3110,38.00,0.000000
3111,39.00,0.000000
3112,40.00,0.000000
3113,41.00,0.000000
3114,42.00,0.000000
3115,43.00,0.000000
3116,44.00,0.000000
3117,45.00,0.000000
3118,46.00,0.000000
3119,47.00,0.000000
3120,48.00,0.000000
3121,49.00,0.000000
3122,50.00,0.000000
3123,51.00,0.000000
3124,52.00,0.000000
3125,53.00,0.000000
3126,54.00,0.000000
3127,55.00,0.000000
3128,56.00,0.000000
3129,57.00,0.000000
3130,58.00,0.000000
3131,59.00,0.000000
3132,60.00,0.000000
3133,61.00,0.000000
3134,62.00,0.000000
3135,63.00,0.000000
3136,64.00,0.000000
3137,65.00,0.000000
3138,66.00,0.000000
3139,67.00,0.000000
3140,68.00,0.000000
3141,69.00,0.000000
3142,70.00,0.000000
3143,71.00,0.000000
3144,72.00,0.000000
3145,73.00,0.000000
3146,74.00,0.000000
3147,75.00,0.000000
3148,76.00,0.000000
3149,77.00,0.000000
3150,78.00,0.000000
3151,79.00,0.000000
3152,80.00,0.000000
3153,81.00,0.000000
3154,82.00,0.000000
3155,83.00,0.000000
3156,84.00,0.000000
3157,85.00,0.000000
3158,86.00,0.000000
3159,87.00,0.000000
3160,88.00,0.000000
3161,89.00,0.000000
3162,90.00,0.000000
3163,91.00,0.000000
3164,92.00,0.000000
3165,93.00,0.000000
3166,94.00,0.000000
3167,95.00,0.000000
3168,96.00,0.000000
3169,97.00,0.000000
3170,98.00,0.000000
3171,99.00,0.000000
3172,100.00,0.000000
3173,101.00,0.000000
3174,102.00,0.000000
3175,103.00,0.000000
3176,104.00,0.000000
3177,105.00,0.000000
3178,106.00,0.000000
3179,107.00,0.000000
3180,108.00,0.000000
3181,109.00,0.000000
3182,110.00,0.000000
3183,111.00,0.000000
3184,112.00,0.000000
3185,113.00,0.000000
3186,114.00,0.000000
3187,115.00,0.000000
3188,116.00,0.000000
3189,117.00,0.000000
3190,118.00,0.000000
3191,119.00,0.000000
3192,120.00,0.000000
3193,121.00,0.000000
3194,122.00,0.000000
3195,123.00,0.000000
3196,124.00,0.000000
3197,125.00,0.000000
3198,126.00,0.000000
3199,127.00,0.000000
3200,128.00,0.000000
3201,129.00,0.000000
3202,130.00,0.000000
3203,131.00,0.000000
3204,132.00,0.000000
3205,133.00,0.000000
3206,134.00,0.000000
3207,135.00,0.000000
3208,136.00,0.000000
3209,137.00,0.000000
3210,138.00,0.000000
3211,139.00,0.000000
3212,140.00,0.000000
3213,141.00,0.000000
3214,142.00,0.000000
3215,143.00,0.000000
3216,144.00,0.000000
3217,145.00,0.000000
3218,146.00,0.000000
3219,147.00,0.000000
3220,148.00,0.000000
3221,149.00,0.000000
3222,150.00,0.000000
3223,151.00,0.000000
3224,152.00,0.000000
3225,153.00,0.000000
3226,154.00,0.000000
3227,155.00,0.000000
3228,156.00,0.000000
3229,157.00,0.000000
3230,158.00,0.000000
3231,159.00,0.000000
3232,160.00,0.000000
3233,161.00,0.000000
3234,162.00,0.000000
3235,163.00,0.000000
3236,164.00,0.000000
3237,165.00,0.000000
3238,166.00,0.000000
3239,167.00,0.000000
3240,168.00,0.000000
3241,169.00,0.000000
3242,170.00,0.000000
3243,171.00,0.000000
3244,172.00,0.000000
3245,173.00,0.000000
3246,174.00,0.000000
3247,175.00,0.000000
3248,176.00,0.000000
3249,177.00,0.000000
3250,178.00,0.000000
3251,179.00,0.000000
3252,180.00,0.000000
3253,181.00,0.000000
3254,182.00,0.000000
3255,183.00,0.000000
3256,184.00,0.000000
3257,185.00,0.000000
3258,186.00,0.000000
3259,187.00,0.000000
3260,188.00,0.000000
3261,189.00,0.000000
3262,190.00,0.000000
3263,191.00,0.000000
3264,192.00,0.000000
3265,193.00,0.000000
3266,194.00,0.000000
3267,195.00,0.000000
3268,196.00,0.000000
3269,197.00,0.000000
3270,198.00,0.000000
3271,199.00,0.000000
3272,200.00,0.000000
3273,201.00,0.000000
3274,202.00,0.000000
3275,203.00,0.000000
3276,204.00,0.000000
3277,205.00,0.000000
3278,206.00,0.000000
3279,207.00,0.000000
3280,208.00,0.000000
3281,209.00,0.000000
3282,210.00,0.000000
3283,211.00,0.000000
3284,212.00,0.000000
3285,213.00,0.000000
3286,214.00,0.000000
3287,215.00,0.000000
3288,216.00,0.000000
3289,217.00,0.000000
3290,218.00,0.000000
3291,219.00,0.000000
3292,220.00,0.000000
3293,221.00,0.000000
3294,222.00,0.000000
3295,223.00,0.000000
3296,224.00,0.000000
3297,225.00,0.000000
3298,226.00,0.000000
3299,227.00,0.000000
3300,228.00,0.000000
3301,229.00,0.000000
3302,230.00,0.000000
3303,231.00,0.000000
3304,232.00,0.000000
3305,233.00,0.000000
3306,234.00,0.000000
3307,235.00,0.000000
3308,236.00,0.000000
3309,237.00,0.000000
3310,238.00,0.000000
3311,239.00,0.000000
3312,240.00,0.000000
3313,241.00,0.000000
3314,242.00,0.000000
3315,243.00,0.000000
3316,244.00,0.000000
3317,245.00,0.000000
3318,246.00,0.000000
3319,247.00,0.000000
3320,248.00,0.000000
3321,249.00,0.000000
3322,250.00,0.000000
3323,251.00,0.000000
3324,252.00,0.000000
3325,253.00,0.000000
3326,254.00,0.000000
3327,255.00,0.000000
3328,0.00,0.000000
3329,1.00,0.000000
3330,2.00,0.000000
3331,3.00,0.000000
3332,4.00,0.000000
3333,5.00,0.000000
3334,6.00,0.000000
3335,7.00,0.000000
3336,8.00,0.000000
3337,9.00,0.000000
3338,10.00,0.000000
3339,11.00,0.000000
3340,12.00,0.000000
3341,13.00,0.000000
3342,14.00,0.000000
3343,15.00,0.000000
3344,16.00,0.000000
3345,17.00,0.000000
3346,18.00,0.000000
3347,19.00,0.000000
3348,20.00,0.000000
3349,21.00,0.000000
3350,22.00,0.000000
3351,23.00,0.000000
3352,24.00,0.000000
3353,25.00,0.000000
3354,26.00,0.000000
3355,27.00,0.000000
3356,28.00,0.000000
3357,29.00,0.000000
3358,30.00,0.000000
3359,31.00,0.000000
3360,32.00,0.000000
3361,33.00,0.000000
3362,34.00,0.000000
3363,35.00,0.000000
3364,36.00,0.000000
3365,37.00,0.000000
3366,38.00,0.000000
3367,39.00,0.000000
3368,40.00,0.000000
3369,41.00,0.000000
3370,42.00,0.000000
3371,43.00,0.000000
3372,44.00,0.000000
3373,45.00,0.000000
3374,46.00,0.000000
3375,47.00,0.000000
3376,48.00,0.000000
3377,49.00,0.000000
3378,50.00,0.000000
3379,51.00,0.000000
3380,52.00,0.000000
3381,53.00,0.000000
3382,54.00,0.000000
3383,55.00,0.000000
3384,56.00,0.000000
3385,57.00,0.000000
3386,58.00,0.000000
3387,59.00,0.000000
3388,60.00,0.000000
3389,61.00,0.000000
3390,62.00,0.000000
3391,63.00,0.000000
3392,64.00,0.000000
3393,65.00,0.000000
3394,66.00,0.000000
3395,67.00,0.000000
3396,68.00,0.000000
3397,69.00,0.000000
3398,70.00,0.000000
3399,71.00,0.000000
3400,72.00,0.000000
3401,73.00,0.000000
3402,74.00,0.000000
3403,75.00,0.000000
3404,76.00,0.000000
3405,77.00,0.000000
3406,78.00,0.000000
3407,79.00,0.000000
3408,80.00,0.000000
3409,81.00,0.000000
3410,82.00,0.000000
3411,83.00,0.000000
3412,84.00,0.000000
3413,85.00,0.000000
3414,86.00,0.000000
3415,87.00,0.000000
3416,88.00,0.000000
3417,89.00,0.000000
3418,90.00,0.000000
3419,91.00,0.000000
3420,92.00,0.000000
3421,93.00,0.000000
3422,94.00,0.000000
3423,95.00,0.000000
3424,96.00,0.000000
3425,97.00,0.000000
3426,98.00,0.000000
3427,99.00,0.000000
3428,100.00,0.000000
3429,101.00,0.000000
3430,102.00,0.000000
3431,103.00,0.000000
3432,104.00,0.000000
3433,105.00,0.000000
3434,106.00,0.000000
3435,107.00,0.000000
3436,108.00,0.000000
3437,109.00,0.000000
3438,110.00,0.000000
3439,111.00,0.000000
3440,112.00,0.000000
3441,113.00,0.000000
3442,114.00,0.000000
3443,115.00,0.000000
3444,116.00,0.000000
3445,117.00,0.000000
3446,118.00,0.000000
3447,119.00,0.000000
3448,120.00,0.000000
3449,121.00,0.000000
3450,122.00,0.000000
3451,123.00,0.000000
3452,124.00,0.000000
3453,125.00,0.000000
3454,126.00,0.000000
3455,127.00,0.000000
3456,128.00,0.000000
3457,129.00,0.000000
3458,130.00,0.000000
3459,131.00,0.000000
3460,132.00,0.000000
3461,133.00,0.000000
3462,134.00,0.000000
3463,135.00,0.000000
3464,136.00,0.000000
3465,137.00,0.000000
3466,138.00,0.000000
3467,139.00,0.000000
3468,140.00,0.000000
3469,141.00,0.000000
3470,142.00,0.000000
3471,143.00,0.000000
3472,144.00,0.000000
3473,145.00,0.000000
3474,146.00,0.000000
3475,147.00,0.000000
3476,148.00,0.000000
3477,149.00,0.000000
3478,150.00,0.000000
3479,151.00,0.000000
3480,152.00,0.000000
3481,153.00,0.000000
3482,154.00,0.000000
3483,155.00,0.000000
3484,156.00,0.000000
3485,157.00,0.000000
3486,158.00,0.000000
3487,159.00,0.000000
3488,160.00,0.000000
3489,161.00,0.000000
3490,162.00,0.000000
3491,163.00,0.000000
3492,164.00,0.000000
3493,165.00,0.000000
3494,166.00,0.000000
3495,167.00,0.000000
3496,168.00,0.000000
3497,169.00,0.000000
3498,170.00,0.000000
3499,171.00,0.000000
3500,172.00,0.000000
3501,173.00,0.000000
3502,174.00,0.000000
3503,175.00,0.000000
3504,176.00,0.000000
3505,177.00,0.000000
3506,178.00,0.000000
3507,179.00,0.000000
3508,180.00,0.000000
3509,181.00,0.000000
3510,182.00,0.000000
3511,183.00,0.000000
3512,184.00,0.000000
3513,185.00,0.000000
3514,186.00,0.000000
3515,187.00,0.000000
3516,188.00,0.000000
3517,189.00,0.000000
3518,190.00,0.000000
3519,191.00,0.000000
3520,192.00,0.000000
3521,193.00,0.000000
3522,194.00,0.000000
3523,195.00,0.000000
3524,196.00,0.000000
3525,197.00,0.000000
3526,198.00,0.000000
3527,199.00,0.000000
3528,200.00,0.000000
3529,201.00,0.000000
3530,202.00,0.000000
3531,203.00,0.000000
3532,204.00,0.000000
3533,205.00,0.000000
3534,206.00,0.000000
3535,207.00,0.000000
3536,208.00,0.000000
3537,209.00,0.000000
3538,210.00,0.000000
3539,211.00,0.000000
3540,212.00,0.000000
3541,213.00,0.000000
3542,214.00,0.000000
3543,215.00,0.000000
3544,216.00,0.000000
3545,217.00,0.000000
3546,218.00,0.000000
3547,219.00,0.000000
3548,220.00,0.000000
3549,221.00,0.000000
3550,222.00,0.000000
3551,223.00,0.000000
3552,224.00,0.000000
3553,225.00,0.000000
3554,226.00,0.000000
3555,227.00,0.000000
3556,228.00,0.000000
3557,229.00,0.000000
3558,230.00,0.000000
3559,231.00,0.000000
3560,232.00,0.000000
3561,233.00,0.000000
3562,234.00,0.000000
3563,235.00,0.000000
3564,236.00,0.000000
3565,237.00,0.000000
3566,238.00,0.000000
3567,239.00,0.000000
3568,240.00,0.000000
3569,241.00,0.000000
3570,242.00,0.000000
3571,243.00,0.000000
3572,244.00,0.000000
3573,245.00,0.000000
3574,246.00,0.000000
3575,247.00,0.000000
3576,248.00,0.000000
3577,249.00,0.000000
3578,250.00,0.000000
3579,251.00,0.000000
3580,252.00,0.000000
3581,253.00,0.000000
3582,254.00,0.000000
3583,255.00,0.000000
3584,0.00,0.000000
3585,1.00,0.000000
3586,2.00,0.000000
3587,3.00,0.000000
3588,4.00,0.000000
3589,5.00,0.000000
3590,6.00,0.000000
3591,7.00,0.000000
3592,8.00,0.000000
3593,9.00,0.000000
3594,10.00,0.000000
3595,11.00,0.000000
3596,12.00,0.000000
3597,13.00,0.000000
3598,14.00,0.000000
3599,15.00,0.000000
3600,16.00,0.000000
3601,17.00,0.000000
3602,18.00,0.000000
3603,19.00,0.000000
3604,20.00,0.000000
3605,21.00,0.000000
3606,22.00,0.000000
3607,23.00,0.000000
3608,24.00,0.000000
3609,25.00,0.000000
3610,26.00,0.000000
3611,27.00,0.000000
3612,28.00,0.000000
3613,29.00,0.000000
3614,30.00,0.000000
3615,31.00,0.000000
3616,32.00,0.000000
3617,33.00,0.000000
3618,34.00,0.000000
3619,35.00,0.000000
3620,36.00,0.000000
3621,37.00,0.000000
3622,38.00,0.000000
3623,39.00,0.000000
3624,40.00,0.000000
3625,41.00,0.000000
3626,42.00,0.000000
3627,43.00,0.000000
3628,44.00,0.000000
3629,45.00,0.000000
3630,46.00,0.000000
3631,47.00,0.000000
3632,48.00,0.000000
3633,49.00,0.000000
3634,50.00,0.000000
3635,51.00,0.000000
3636,52.00,0.000000
3637,53.00,0.000000
3638,54.00,0.000000
3639,55.00,0.000000
3640,56.00,0.000000
3641,57.00,0.000000
3642,58.00,0.000000
3643,59.00,0.000000
3644,60.00,0.000000
3645,61.00,0.000000
3646,62.00,0.000000
3647,63.00,0.000000
3648,64.00,0.000000
3649,65.00,0.000000
3650,66.00,0.000000
3651,67.00,0.000000
3652,68.00,0.000000
3653,69.00,0.000000
3654,70.00,0.000000
3655,71.00,0.000000
3656,72.00,0.000000
3657,73.00,0.000000
3658,74.00,0.000000
3659,75.00,0.000000
3660,76.00,0.000000
3661,77.00,0.000000
3662,78.00,0.000000
3663,79.00,0.000000
3664,80.00,0.000000
3665,81.00,0.000000
3666,82.00,0.000000
3667,83.00,0.000000
3668,84.00,0.000000
3669,85.00,0.000000
3670,86.00,0.000000
3671,87.00,0.000000
3672,88.00,0.000000
3673,89.00,0.000000
3674,90.00,0.000000
3675,91.00,0.000000
3676,92.00,0.000000
3677,93.00,0.000000
3678,94.00,0.000000
3679,95.00,0.000000
3680,96.00,0.000000
3681,97.00,0.000000
3682,98.00,0.000000
3683,99.00,0.000000
3684,100.00,0.000000
3685,101.00,0.000000
3686,102.00,0.000000
3687,103.00,0.000000
3688,104.00,0.000000
3689,105.00,0.000000
3690,106.00,0.000000
3691,107.00,0.000000
3692,108.00,0.000000
3693,109.00,0.000000
3694,110.00,0.000000
3695,111.00,0.000000
3696,112.00,0.000000
3697,113.00,0.000000
3698,114.00,0.000000
3699,115.00,0.000000
3700,116.00,0.000000
3701,117.00,0.000000
3702,118.00,0.000000
3703,119.00,0.000000
3704,120.00,0.000000
3705,121.00,0.000000
3706,122.00,0.000000
3707,123.00,0.000000
3708,124.00,0.000000
3709,125.00,0.000000
3710,126.00,0.000000
3711,127.00,0.000000
3712,128.00,0.000000
3713,129.00,0.000000
3714,130.00,0.000000
3715,131.00,0.000000
3716,132.00,0.000000
3717,133.00,0.000000
3718,134.00,0.000000
3719,135.00,0.000000
3720,136.00,0.000000
3721,137.00,0.000000
3722,138.00,0.000000
3723,139.00,0.000000
3724,140.00,0.000000
3725,141.00,0.000000
3726,142.00,0.000000
3727,143.00,0.000000
3728,144.00,0.000000
3729,145.00,0.000000
3730,146.00,0.000000
3731,147.00,0.000000
3732,148.00,0.000000
3733,149.00,0.000000
3734,150.00,0.000000
3735,151.00,0.000000
3736,152.00,0.000000
3737,153.00,0.000000
3738,154.00,0.000000
3739,155.00,0.000000
3740,156.00,0.000000
3741,157.00,0.000000
3742,158.00,0.000000
3743,159.00,0.000000
3744,160.00,0.000000
3745,161.00,0.000000
3746,162.00,0.000000
3747,163.00,0.000000
3748,164.00,0.000000
3749,165.00,0.000000
3750,166.00,0.000000
3751,167.00,0.000000
3752,168.00,0.000000
3753,169.00,0.000000
3754,170.00,0.000000
3755,171.00,0.000000
3756,172.00,0.000000
3757,173.00,0.000000
3758,174.00,0.000000
3759,175.00,0.000000
3760,176.00,0.000000
3761,177.00,0.000000
3762,178.00,0.000000
3763,179.00,0.000000
3764,180.00,0.000000
3765,181.00,0.000000
3766,182.00,0.000000
3767,183.00,0.000000
3768,184.00,0.000000
3769,185.00,0.000000
3770,186.00,0.000000
3771,187.00,0.000000
3772,188.00,0.000000
3773,189.00,0.000000
3774,190.00,0.000000
3775,191.00,0.000000
3776,192.00,0.000000
3777,193.00,0.000000
3778,194.00,0.000000
3779,195.00,0.000000
3780,196.00,0.000000
3781,197.00,0.000000
3782,198.00,0.000000
3783,199.00,0.000000
3784,200.00,0.000000
3785,201.00,0.000000
3786,202.00,0.000000
3787,203.00,0.000000
3788,204.00,0.000000
3789,205.00,0.000000
3790,206.00,0.000000
3791,207.00,0.000000
3792,208.00,0.000000
3793,209.00,0.000000
3794,210.00,0.000000
3795,211.00,0.000000
3796,212.00,0.000000
3797,213.00,0.000000
3798,214.00,0.000000
3799,215.00,0.000000
3800,216.00,0.000000
3801,217.00,0.000000
3802,218.00,0.000000
3803,219.00,0.000000
3804,220.00,0.000000
3805,221.00,0.000000
3806,222.00,0.000000
3807,223.00,0.000000
3808,224.00,0.000000
3809,225.00,0.000000
3810,226.00,0.000000
3811,227.00,0.000000
3812,228.00,0.000000
3813,229.00,0.000000
3814,230.00,0.000000
3815,231.00,0.000000
3816,232.00,0.000000
3817,233.00,0.000000
3818,234.00,0.000000
3819,235.00,0.000000
3820,236.00,0.000000
3821,237.00,0.000000
3822,238.00,0.000000
3823,239.00,0.000000
3824,240.00,0.000000
3825,241.00,0.000000
3826,242.00,0.000000
3827,243.00,0.000000
3828,244.00,0.000000
3829,245.00,0.000000
3830,246.00,0.000000
3831,247.00,0.000000
3832,248.00,0.000000
3833,249.00,0.000000
3834,250.00,0.000000
3835,251.00,0.000000
3836,252.00,0.000000
3837,253.00,0.000000
3838,254.00,0.000000
3839,255.00,0.000000
3840,0.00,0.000000
3841,1.00,0.000000
3842,2.00,0.000000
3843,3.00,0.000000
3844,4.00,0.000000
3845,5.00,0.000000
3846,6.00,0.000000
3847,7.00,0.000000
3848,8.00,0.000000
3849,9.00,0.000000
3850,10.00,0.000000
3851,11.00,0.000000
3852,12.00,0.000000
3853,13.00,0.000000
3854,14.00,0.000000
3855,15.00,0.000000
3856,16.00,0.000000
3857,17.00,0.000000
3858,18.00,0.000000
3859,19.00,0.000000
3860,20.00,0.000000
3861,21.00,0.000000
3862,22.00,0.000000
3863,23.00,0.000000
3864,24.00,0.000000
3865,25.00,0.000000
3866,26.00,0.000000
3867,27.00,0.000000
3868,28.00,0.000000
3869,29.00,0.000000
3870,30.00,0.000000
3871,31.00,0.000000
3872,32.00,0.000000
3873,33.00,0.000000
3874,34.00,0.000000
3875,35.00,0.000000
3876,36.00,0.000000
3877,37.00,0.000000
3878,38.00,0.000000
3879,39.00,0.000000
3880,40.00,0.000000
3881,41.00,0.000000
3882,42.00,0.000000
3883,43.00,0.000000
3884,44.00,0.000000
3885,45.00,0.000000
3886,46.00,0.000000
3887,47.00,0.000000
3888,48.00,0.000000
3889,49.00,0.000000
3890,50.00,0.000000
3891,51.00,0.000000
3892,52.00,0.000000
3893,53.00,0.000000
3894,54.00,0.000000
3895,55.00,0.000000
3896,56.00,0.000000
3897,57.00,0.000000
3898,58.00,0.000000
3899,59.00,0.000000
3900,60.00,0.000000
3901,61.00,0.000000
3902,62.00,0.000000
3903,63.00,0.000000
3904,64.00,0.000000
3905,65.00,0.000000
3906,66.00,0.000000
3907,67.00,0.000000
3908,68.00,0.000000
3909,69.00,0.000000
3910,70.00,0.000000
3911,71.00,0.000000
3912,72.00,0.000000
3913,73.00,0.000000
3914,74.00,0.000000
3915,75.00,0.000000
3916,76.00,0.000000
3917,77.00,0.000000
3918,78.00,0.000000
3919,79.00,0.000000
3920,80.00,0.000000
3921,81.00,0.000000
3922,82.00,0.000000
3923,83.00,0.000000
3924,84.00,0.000000
3925,85.00,0.000000
3926,86.00,0.000000
3927,87.00,0.000000
3928,88.00,0.000000
3929,89.00,0.000000
3930,90.00,0.000000
3931,91.00,0.000000
3932,92.00,0.000000
3933,93.00,0.000000
3934,94.00,0.000000
3935,95.00,0.000000
3936,96.00,0.000000
3937,97.00,0.000000
3938,98.00,0.000000
3939,99.00,0.000000
3940,100.00,0.000000
3941,101.00,0.000000
3942,102.00,0.000000
3943,103.00,0.000000
3944,104.00,0.000000
3945,105.00,0.000000
3946,106.00,0.000000
3947,107.00,0.000000
3948,108.00,0.000000
3949,109.00,0.000000
3950,110.00,0.000000
3951,111.00,0.000000
3952,112.00,0.000000
3953,113.00,0.000000
3954,114.00,0.000000
3955,115.00,0.000000
3956,116.00,0.000000
3957,117.00,0.000000
3958,118.00,0.000000
3959,119.00,0.000000
3960,120.00,0.000000
3961,121.00,0.000000
3962,122.00,0.000000
3963,123.00,0.000000
3964,124.00,0.000000
3965,125.00,0.000000
3966,126.00,0.000000
3967,127.00,0.000000
3968,128.00,0.000000
3969,129.00,0.000000
3970,130.00,0.000000
3971,131.00,0.000000
3972,132.00,0.000000
3973,133.00,0.000000
3974,134.00,0.000000
3975,135.00,0.000000
3976,136.00,0.000000
3977,137.00,0.000000
3978,138.00,0.000000
3979,139.00,0.000000
3980,140.00,0.000000
3981,141.00,0.000000
3982,142.00,0.000000
3983,143.00,0.000000
3984,144.00,0.000000
3985,145.00,0.000000
3986,146.00,0.000000
3987,147.00,0.000000
3988,148.00,0.000000
3989,149.00,0.000000
3990,150.00,0.000000
3991,151.00,0.000000
3992,152.00,0.000000
3993,153.00,0.000000
3994,154.00,0.000000
3995,155.00,0.000000
3996,156.00,0.000000
3997,157.00,0.000000
3998,158.00,0.000000
3999,159.00,0.000000
4000,160.00,0.000000
4001,161.00,0.000000
4002,162.00,0.000000
4003,163.00,0.000000
4004,164.00,0.000000
4005,165.00,0.000000
4006,166.00,0.000000
4007,167.00,0.000000
4008,168.00,0.000000
4009,169.00,0.000000
4010,170.00,0.000000
4011,171.00,0.000000
4012,172.00,0.000000
4013,173.00,0.000000
4014,174.00,0.000000
4015,175.00,0.000000
4016,176.00,0.000000
4017,177.00,0.000000
4018,178.00,0.000000
4019,179.00,0.000000
4020,180.00,0.000000
4021,181.00,0.000000
4022,182.00,0.000000
4023,183.00,0.000000
4024,184.00,0.000000
4025,185.00,0.000000
4026,186.00,0.000000
4027,187.00,0.000000
4028,188.00,0.000000
4029,189.00,0.000000
4030,190.00,0.000000
4031,191.00,0.000000
4032,192.00,0.000000
4033,193.00,0.000000
4034,194.00,0.000000
4035,195.00,0.000000
4036,196.00,0.000000
4037,197.00,0.000000
4038,198.00,0.000000
4039,199.00,0.000000
4040,200.00,0.000000
4041,201.00,0.000000
4042,202.00,0.000000
4043,203.00,0.000000
4044,204.00,0.000000
4045,205.00,0.000000
4046,206.00,0.000000
4047,207.00,0.000000
4048,208.00,0.000000
4049,209.00,0.000000
4050,210.00,0.000000
4051,211.00,0.000000
4052,212.00,0.000000
4053,213.00,0.000000
4054,214.00,0.000000
4055,215.00,0.000000
4056,216.00,0.000000
4057,217.00,0.000000
4058,218.00,0.000000
4059,219.00,0.000000
4060,220.00,0.000000
4061,221.00,0.000000
4062,222.00,0.000000
4063,223.00,0.000000
4064,224.00,0.000000
4065,225.00,0.000000
4066,226.00,0.000000
4067,227.00,0.000000
4068,228.00,0.000000
4069,229.00,0.000000
4070,230.00,0.000000
4071,231.00,0.000000
4072,232.00,0.000000
4073,233.00,0.000000
4074,234.00,0.000000
4075,235.00,0.000000
4076,236.00,0.000000
4077,237.00,0.000000
4078,238.00,0.000000
4079,239.00,0.000000
4080,240.00,0.000000
4081,241.00,0.000000
4082,242.00,0.000000
4083,243.00,0.000000
4084,244.00,0.000000
4085,245.00,0.000000
4086,246.00,0.000000
4087,247.00,0.000000
4088,248.00,0.000000
4089,249.00,0.000000
4090,250.00,0.000000
4091,251.00,0.000000
4092,252.00,0.000000
4093,253.00,0.000000
4094,254.00,0.000000
4095,255.00,0.000000
4096,0.00,0.000000
4097,1.00,0.000000
4098,2.00,0.000000
4099,3.00,0.000000
4100,4.00,0.000000
4101,5.00,0.000000
4102,6.00,0.000000
4103,7.00,0.000000
4104,8.00,0.000000
4105,9.00,0.000000
4106,10.00,0.000000
4107,11.00,0.000000
4108,12.00,0.000000
4109,13.00,0.000000
4110,14.00,0.000000
4111,15.00,0.000000
4112,16.00,0.000000
4113,17.00,0.000000
4114,18.00,0.000000
4115,19.00,0.000000
4116,20.00,0.000000
4117,21.00,0.000000
4118,22.00,0.000000
4119,23.00,0.000000
4120,24.00,0.000000
4121,25.00,0.000000
4122,26.00,0.000000
4123,27.00,0.000000
4124,28.00,0.000000
4125,29.00,0.000000
4126,30.00,0.000000
4127,31.00,0.000000
4128,32.00,0.000000
4129,33.00,0.000000
4130,34.00,0.000000
4131,35.00,0.000000
4132,36.00,0.000000
4133,37.00,0.000000
4134,38.00,0.000000
4135,39.00,0.000000
4136,40.00,0.000000
4137,41.00,0.000000
4138,42.00,0.000000
4139,43.00,0.000000
4140,44.00,0.000000
4141,45.00,0.000000
4142,46.00,0.000000
4143,47.00,0.000000
4144,48.00,0.000000
4145,49.00,0.000000
4146,50.00,0.000000
4147,51.00,0.000000
4148,52.00,0.000000
4149,53.00,0.000000
4150,54.00,0.000000
4151,55.00,0.000000
4152,56.00,0.000000
4153,57.00,0.000000
4154,58.00,0.000000
4155,59.00,0.000000
4156,60.00,0.000000
4157,61.00,0.000000
4158,62.00,0.000000
4159,63.00,0.000000
4160,64.00,0.000000
4161,65.00,0.000000
4162,66.00,0.000000
4163,67.00,0.000000
4164,68.00,0.000000
4165,69.00,0.000000
4166,70.00,0.000000
4167,71.00,0.000000
4168,72.00,0.000000
4169,73.00,0.000000
4170,74.00,0.000000
4171,75.00,0.000000
4172,76.00,0.000000
4173,77.00,0.000000
4174,78.00,0.000000
4175,79.00,0.000000
4176,80.00,0.000000
4177,81.00,0.000000
4178,82.00,0.000000
4179,83.00,0.000000
4180,84.00,0.000000
4181,85.00,0.000000
4182,86.00,0.000000
4183,87.00,0.000000
4184,88.00,0.000000
4185,89.00,0.000000
4186,90.00,0.000000
